name,nodes,edges,density,time,result_set,result_w
SoA heuristic,4000,3000,0.00018754688672168043,0.007059599971398711,1000,502154.70019499643
MMG,4000,3000,0.00018754688672168043,1.8924775999039412,1000,502154.70019499643
SoA heuristic,4020,3015,0.00018661358546902214,0.0073102000169456005,1005,510684.82638142246
MMG,4020,3015,0.00018661358546902214,1.9018035000190139,1005,510684.82638142246
SoA heuristic,4040,3030,0.00018568952711067095,0.002268799813464284,1010,513692.8910056393
MMG,4040,3030,0.00018568952711067095,1.7061638999730349,1010,513692.8910056393
SoA heuristic,4080,3060,0.00018386859524393233,0.002732899971306324,1020,524092.25396977604
MMG,4080,3060,0.00018386859524393233,1.8696017998736352,1020,524092.25396977604
SoA heuristic,4120,3090,0.0001820830298616169,0.010026599979028106,1030,534428.8246009715
MMG,4120,3090,0.0001820830298616169,2.0159611001145095,1030,534428.8246009715
SoA heuristic,4200,3150,0.00017861395570373899,0.0025408000219613314,1050,546286.7892777347
MMG,4200,3150,0.00017861395570373899,2.311410899972543,1050,546286.7892777347
SoA heuristic,4240,3180,0.00017692852087756547,0.006436999887228012,1060,557111.4700323419
MMG,4240,3180,0.00017692852087756547,2.1059149999637157,1060,557111.4700323419
SoA heuristic,4400,3300,0.00017049329393043874,0.0023149000480771065,1100,606689.2642120216
MMG,4400,3300,0.00017049329393043874,2.352499899920076,1100,606689.2642120216
SoA heuristic,4600,3450,0.00016307893020221786,0.003956899978220463,1150,658665.050969863
MMG,4600,3450,0.00016307893020221786,2.275881500216201,1150,658665.050969863
SoA heuristic,4000,3000,0.00018754688672168043,0.005482200067490339,1000,494927.10796755017
MMG,4000,3000,0.00018754688672168043,1.9270446998998523,1000,494927.10796755017
SoA heuristic,4020,3015,0.00018661358546902214,0.0022034000139683485,1005,506703.805370018
MMG,4020,3015,0.00018661358546902214,2.0344585001002997,1005,506703.805370018
SoA heuristic,4040,3030,0.00018568952711067095,0.006866399897262454,1010,500443.8526366958
MMG,4040,3030,0.00018568952711067095,1.8858513000886887,1010,500443.8526366958
SoA heuristic,4080,3060,0.00018386859524393233,0.00606140005402267,1020,514827.4566303671
MMG,4080,3060,0.00018386859524393233,2.019891900010407,1020,514827.4566303671
SoA heuristic,4120,3090,0.0001820830298616169,0.005339999916031957,1030,540586.8110075595
MMG,4120,3090,0.0001820830298616169,2.1500806999392807,1030,540586.8110075595
SoA heuristic,4200,3150,0.00017861395570373899,0.0061398998368531466,1050,569537.1175461288
MMG,4200,3150,0.00017861395570373899,2.2634660999756306,1050,569537.1175461288
SoA heuristic,4240,3180,0.00017692852087756547,0.00648960005491972,1060,576577.8020155516
MMG,4240,3180,0.00017692852087756547,2.1462686001323164,1060,576577.8020155516
SoA heuristic,4400,3300,0.00017049329393043874,0.037022999953478575,1100,597231.8485368671
MMG,4400,3300,0.00017049329393043874,2.3745786000508815,1100,597231.8485368671
SoA heuristic,4600,3450,0.00016307893020221786,0.0024129999801516533,1150,671600.3179636577
MMG,4600,3450,0.00016307893020221786,2.355332500068471,1150,671600.3179636577
SoA heuristic,4000,3000,0.00018754688672168043,0.0037557000759989023,1000,497977.00245754194
MMG,4000,3000,0.00018754688672168043,1.555926099885255,1000,497977.00245754194
SoA heuristic,4020,3015,0.00018661358546902214,0.005616100039333105,1005,500880.6447516976
MMG,4020,3015,0.00018661358546902214,1.8001270999666303,1005,500880.6447516976
SoA heuristic,4040,3030,0.00018568952711067095,0.00284920004196465,1010,514656.39763635217
MMG,4040,3030,0.00018568952711067095,1.8319027000106871,1010,514656.39763635217
SoA heuristic,4080,3060,0.00018386859524393233,0.005127999931573868,1020,520995.69342410465
MMG,4080,3060,0.00018386859524393233,1.9990395999047905,1020,520995.69342410465
SoA heuristic,4120,3090,0.0001820830298616169,0.007410199847072363,1030,527716.8647999462
MMG,4120,3090,0.0001820830298616169,2.0166082000359893,1030,527716.8647999462
SoA heuristic,4200,3150,0.00017861395570373899,0.002211399842053652,1050,540428.0741037758
MMG,4200,3150,0.00017861395570373899,2.277438099961728,1050,540428.0741037758
