name,nodes,edges,density,time,results
cdl,20,30,0.07894736842105263,0.0,1
g41,20,30,0.07894736842105263,0.0009922981262207031,1
lgl,20,30,0.07894736842105263,0.0010008811950683594,1
m22,20,30,0.07894736842105263,0.0,1
maple,20,30,0.07894736842105263,0.0,1
MMG,20,30,0.07894736842105263,0.0,0
cdl,40,60,0.038461538461538464,0.0009963512420654297,1
g41,40,60,0.038461538461538464,0.0,1
lgl,40,60,0.038461538461538464,0.0019931793212890625,1
m22,40,60,0.038461538461538464,0.0,1
maple,40,60,0.038461538461538464,0.0,1
MMG,40,60,0.038461538461538464,0.0,1
cdl,100,150,0.015151515151515152,0.0010569095611572266,1
g41,100,150,0.015151515151515152,0.0009415149688720703,1
lgl,100,150,0.015151515151515152,0.0009906291961669922,1
m22,100,150,0.015151515151515152,0.001001119613647461,1
maple,100,150,0.015151515151515152,0.0009961128234863281,1
MMG,100,150,0.015151515151515152,0.0,1
cdl,200,300,0.007537688442211055,0.0019931793212890625,1
g41,200,300,0.007537688442211055,0.0019936561584472656,1
lgl,200,300,0.007537688442211055,0.001993417739868164,1
m22,200,300,0.007537688442211055,0.0009965896606445312,1
maple,200,300,0.007537688442211055,0.001993417739868164,1
MMG,200,300,0.007537688442211055,0.0,1
cdl,400,600,0.0037593984962406013,0.003986835479736328,1
g41,400,600,0.0037593984962406013,0.002990245819091797,1
lgl,400,600,0.0037593984962406013,0.0039825439453125,1
m22,400,600,0.0037593984962406013,0.0024917125701904297,1
maple,400,600,0.0037593984962406013,0.0042684078216552734,1
MMG,400,600,0.0037593984962406013,0.0,1
cdl,600,900,0.0025041736227045075,0.005980014801025391,1
g41,600,900,0.0025041736227045075,0.00398707389831543,1
lgl,600,900,0.0025041736227045075,0.004982709884643555,1
m22,600,900,0.0025041736227045075,0.004983186721801758,1
maple,600,900,0.0025041736227045075,0.004979372024536133,1
MMG,600,900,0.0025041736227045075,0.0,1
cdl,1000,1500,0.0015015015015015015,0.010962963104248047,1
g41,1000,1500,0.0015015015015015015,0.007976055145263672,1
lgl,1000,1500,0.0015015015015015015,0.007970333099365234,1
m22,1000,1500,0.0015015015015015015,0.0069768428802490234,1
maple,1000,1500,0.0015015015015015015,0.008970260620117188,1
MMG,1000,1500,0.0015015015015015015,0.0,1
cdl,2000,3000,0.0007503751875937969,0.018935441970825195,1
g41,2000,3000,0.0007503751875937969,0.015946149826049805,1
lgl,2000,3000,0.0007503751875937969,0.016938447952270508,1
m22,2000,3000,0.0007503751875937969,0.014954805374145508,1
maple,2000,3000,0.0007503751875937969,0.018079519271850586,1
MMG,2000,3000,0.0007503751875937969,0.0009963512420654297,1
cdl,4000,6000,0.00037509377344336085,0.03887152671813965,1
g41,4000,6000,0.00037509377344336085,0.033371925354003906,1
lgl,4000,6000,0.00037509377344336085,0.02890324592590332,1
m22,4000,6000,0.00037509377344336085,0.030369043350219727,1
maple,4000,6000,0.00037509377344336085,0.035880088806152344,1
MMG,4000,6000,0.00037509377344336085,0.0030908584594726562,1
cdl,8000,12000,0.00018752344043005377,0.0787360668182373,1
g41,8000,12000,0.00018752344043005377,0.06577587127685547,1
lgl,8000,12000,0.00018752344043005377,0.06419849395751953,1
m22,8000,12000,0.00018752344043005377,0.06279110908508301,1
maple,8000,12000,0.00018752344043005377,0.07175850868225098,1
MMG,8000,12000,0.00018752344043005377,0.0069768428802490234,1
cdl,20,30,0.07894736842105263,0.0009958744049072266,1
g41,20,30,0.07894736842105263,0.0,1
lgl,20,30,0.07894736842105263,0.0009965896606445312,1
m22,20,30,0.07894736842105263,0.0,1
maple,20,30,0.07894736842105263,0.0,1
MMG,20,30,0.07894736842105263,0.0,0
cdl,40,60,0.038461538461538464,0.0009965896606445312,1
g41,40,60,0.038461538461538464,0.0,1
lgl,40,60,0.038461538461538464,0.0009965896606445312,1
m22,40,60,0.038461538461538464,0.0009968280792236328,1
maple,40,60,0.038461538461538464,0.0,1
MMG,40,60,0.038461538461538464,0.0,1
cdl,100,150,0.015151515151515152,0.0009963512420654297,1
g41,100,150,0.015151515151515152,0.0009970664978027344,1
lgl,100,150,0.015151515151515152,0.001992940902709961,1
m22,100,150,0.015151515151515152,0.0,1
maple,100,150,0.015151515151515152,0.0009965896606445312,1
MMG,100,150,0.015151515151515152,0.0,1
cdl,200,300,0.007537688442211055,0.0019931793212890625,1
g41,200,300,0.007537688442211055,0.001993417739868164,1
lgl,200,300,0.007537688442211055,0.0019931793212890625,1
m22,200,300,0.007537688442211055,0.0019931793212890625,1
maple,200,300,0.007537688442211055,0.0019936561584472656,1
MMG,200,300,0.007537688442211055,0.0,1
cdl,400,600,0.0037593984962406013,0.0049626827239990234,1
g41,400,600,0.0037593984962406013,0.0029909610748291016,1
lgl,400,600,0.0037593984962406013,0.0029914379119873047,1
m22,400,600,0.0037593984962406013,0.002987384796142578,1
maple,400,600,0.0037593984962406013,0.00398564338684082,1
MMG,400,600,0.0037593984962406013,0.0,1
cdl,600,900,0.0025041736227045075,0.004983186721801758,1
g41,600,900,0.0025041736227045075,0.004898548126220703,1
lgl,600,900,0.0025041736227045075,0.004988193511962891,1
m22,600,900,0.0025041736227045075,0.003986835479736328,1
maple,600,900,0.0025041736227045075,0.004982709884643555,1
MMG,600,900,0.0025041736227045075,0.0009970664978027344,1
cdl,1000,1500,0.0015015015015015015,0.009965658187866211,1
g41,1000,1500,0.0015015015015015015,0.007973432540893555,1
lgl,1000,1500,0.0015015015015015015,0.009966611862182617,1
m22,1000,1500,0.0015015015015015015,0.0069768428802490234,1
maple,1000,1500,0.0015015015015015015,0.008971214294433594,1
MMG,1000,1500,0.0015015015015015015,0.0009953975677490234,1
cdl,2000,3000,0.0007503751875937969,0.02093362808227539,1
g41,2000,3000,0.0007503751875937969,0.017940521240234375,1
lgl,2000,3000,0.0007503751875937969,0.016942501068115234,1
m22,2000,3000,0.0007503751875937969,0.01694345474243164,1
maple,2000,3000,0.0007503751875937969,0.019933223724365234,1
MMG,2000,3000,0.0007503751875937969,0.0009968280792236328,1
cdl,4000,6000,0.00037509377344336085,0.037868499755859375,1
g41,4000,6000,0.00037509377344336085,0.03389143943786621,1
lgl,4000,6000,0.00037509377344336085,0.037873268127441406,1
m22,4000,6000,0.00037509377344336085,0.0312039852142334,1
maple,4000,6000,0.00037509377344336085,0.03587961196899414,1
MMG,4000,6000,0.00037509377344336085,0.002990245819091797,1
cdl,8000,12000,0.00018752344043005377,0.08272385597229004,1
g41,8000,12000,0.00018752344043005377,0.0697627067565918,1
lgl,8000,12000,0.00018752344043005377,0.08272862434387207,1
m22,8000,12000,0.00018752344043005377,0.06876468658447266,1
maple,8000,12000,0.00018752344043005377,0.07984375953674316,1
MMG,8000,12000,0.00018752344043005377,0.005980014801025391,1
cdl,20,30,0.07894736842105263,0.0009963512420654297,1
g41,20,30,0.07894736842105263,0.0009965896606445312,1
lgl,20,30,0.07894736842105263,0.0,1
m22,20,30,0.07894736842105263,0.0009965896606445312,1
maple,20,30,0.07894736842105263,0.0,1
MMG,20,30,0.07894736842105263,0.0,0
cdl,40,60,0.038461538461538464,0.0009965896606445312,1
g41,40,60,0.038461538461538464,0.0,1
lgl,40,60,0.038461538461538464,0.0009963512420654297,1
m22,40,60,0.038461538461538464,0.0,1
maple,40,60,0.038461538461538464,0.0,1
MMG,40,60,0.038461538461538464,0.0,1
cdl,100,150,0.015151515151515152,0.0019919872283935547,1
g41,100,150,0.015151515151515152,0.0,1
lgl,100,150,0.015151515151515152,0.0019958019256591797,1
m22,100,150,0.015151515151515152,0.0009942054748535156,1
maple,100,150,0.015151515151515152,0.0,1
MMG,100,150,0.015151515151515152,0.0,1
cdl,200,300,0.007537688442211055,0.001997709274291992,1
g41,200,300,0.007537688442211055,0.001990079879760742,1
lgl,200,300,0.007537688442211055,0.0019030570983886719,1
m22,200,300,0.007537688442211055,0.0019922256469726562,1
maple,200,300,0.007537688442211055,0.0012969970703125,1
MMG,200,300,0.007537688442211055,0.0010113716125488281,1
cdl,400,600,0.0037593984962406013,0.005506038665771484,1
g41,400,600,0.0037593984962406013,0.003465414047241211,1
lgl,400,600,0.0037593984962406013,0.0029878616333007812,1
m22,400,600,0.0037593984962406013,0.004041194915771484,1
maple,400,600,0.0037593984962406013,0.003009319305419922,1
MMG,400,600,0.0037593984962406013,0.0,1
cdl,600,900,0.0025041736227045075,0.007123231887817383,1
g41,600,900,0.0025041736227045075,0.005522489547729492,1
lgl,600,900,0.0025041736227045075,0.005841970443725586,1
m22,600,900,0.0025041736227045075,0.004998683929443359,1
maple,600,900,0.0025041736227045075,0.008951187133789062,1
MMG,600,900,0.0025041736227045075,0.0008323192596435547,1
cdl,1000,1500,0.0015015015015015015,0.010079145431518555,1
g41,1000,1500,0.0015015015015015015,0.009417057037353516,1
lgl,1000,1500,0.0015015015015015015,0.012343406677246094,1
m22,1000,1500,0.0015015015015015015,0.01156926155090332,1
maple,1000,1500,0.0015015015015015015,0.01203465461730957,1
MMG,1000,1500,0.0015015015015015015,0.0,1
cdl,2000,3000,0.0007503751875937969,0.022923707962036133,1
g41,2000,3000,0.0007503751875937969,0.060799598693847656,1
lgl,2000,3000,0.0007503751875937969,0.015943288803100586,1
m22,2000,3000,0.0007503751875937969,0.06279110908508301,1
maple,2000,3000,0.0007503751875937969,0.06079363822937012,1
MMG,2000,3000,0.0007503751875937969,0.0019903182983398438,1
cdl,4000,6000,0.00037509377344336085,0.038874149322509766,1
g41,4000,6000,0.00037509377344336085,0.03388667106628418,1
lgl,4000,6000,0.00037509377344336085,0.03205728530883789,1
m22,4000,6000,0.00037509377344336085,0.03413963317871094,1
maple,4000,6000,0.00037509377344336085,0.037873268127441406,1
MMG,4000,6000,0.00037509377344336085,0.002984762191772461,1
cdl,8000,12000,0.00018752344043005377,0.07973289489746094,1
g41,8000,12000,0.00018752344043005377,0.06877017021179199,1
lgl,8000,12000,0.00018752344043005377,0.07774043083190918,1
m22,8000,12000,0.00018752344043005377,0.06690287590026855,1
maple,8000,12000,0.00018752344043005377,0.07674384117126465,1
MMG,8000,12000,0.00018752344043005377,0.005980491638183594,1
cdl,20,30,0.07894736842105263,0.000993967056274414,1
g41,20,30,0.07894736842105263,0.0,1
lgl,20,30,0.07894736842105263,0.0009477138519287109,1
m22,20,30,0.07894736842105263,0.0,1
maple,20,30,0.07894736842105263,0.0010638236999511719,1
MMG,20,30,0.07894736842105263,0.0,0
cdl,40,60,0.038461538461538464,0.0009963512420654297,1
g41,40,60,0.038461538461538464,0.0,1
lgl,40,60,0.038461538461538464,0.0009965896606445312,1
m22,40,60,0.038461538461538464,0.0009963512420654297,1
maple,40,60,0.038461538461538464,0.0,1
MMG,40,60,0.038461538461538464,0.0,1
cdl,100,150,0.015151515151515152,0.0009975433349609375,1
g41,100,150,0.015151515151515152,0.0009958744049072266,1
lgl,100,150,0.015151515151515152,0.001993417739868164,1
m22,100,150,0.015151515151515152,0.0,1
maple,100,150,0.015151515151515152,0.0009968280792236328,1
MMG,100,150,0.015151515151515152,0.0009968280792236328,1
cdl,200,300,0.007537688442211055,0.0029900074005126953,1
g41,200,300,0.007537688442211055,0.0019931793212890625,1
lgl,200,300,0.007537688442211055,0.0019931793212890625,1
m22,200,300,0.007537688442211055,0.0009970664978027344,1
maple,200,300,0.007537688442211055,0.0019931793212890625,1
MMG,200,300,0.007537688442211055,0.0,1
cdl,400,600,0.0037593984962406013,0.0039861202239990234,1
g41,400,600,0.0037593984962406013,0.00398707389831543,1
lgl,400,600,0.0037593984962406013,0.0039865970611572266,1
m22,400,600,0.0037593984962406013,0.0029897689819335938,1
maple,400,600,0.0037593984962406013,0.003986835479736328,1
MMG,400,600,0.0037593984962406013,0.0,1
cdl,600,900,0.0025041736227045075,0.0059795379638671875,1
g41,600,900,0.0025041736227045075,0.004983663558959961,1
lgl,600,900,0.0025041736227045075,0.004982948303222656,1
m22,600,900,0.0025041736227045075,0.004983663558959961,1
maple,600,900,0.0025041736227045075,0.004983186721801758,1
MMG,600,900,0.0025041736227045075,0.0009965896606445312,1
cdl,1000,1500,0.0015015015015015015,0.009966611862182617,1
g41,1000,1500,0.0015015015015015015,0.008969306945800781,1
lgl,1000,1500,0.0015015015015015015,0.00797414779663086,1
m22,1000,1500,0.0015015015015015015,0.00797414779663086,1
maple,1000,1500,0.0015015015015015015,0.010135889053344727,1
MMG,1000,1500,0.0015015015015015015,0.0009949207305908203,1
cdl,2000,3000,0.0007503751875937969,0.018936634063720703,1
g41,2000,3000,0.0007503751875937969,0.015947580337524414,1
lgl,2000,3000,0.0007503751875937969,0.014950037002563477,1
m22,2000,3000,0.0007503751875937969,0.0159454345703125,1
maple,2000,3000,0.0007503751875937969,0.016944408416748047,1
MMG,2000,3000,0.0007503751875937969,0.0009965896606445312,1
cdl,4000,6000,0.00037509377344336085,0.046843528747558594,1
g41,4000,6000,0.00037509377344336085,0.03986716270446777,1
lgl,4000,6000,0.00037509377344336085,0.036340951919555664,1
m22,4000,6000,0.00037509377344336085,0.03388714790344238,1
maple,4000,6000,0.00037509377344336085,0.037873268127441406,1
MMG,4000,6000,0.00037509377344336085,0.0029892921447753906,1
cdl,8000,12000,0.00018752344043005377,0.0847160816192627,1
g41,8000,12000,0.00018752344043005377,0.06877017021179199,1
lgl,8000,12000,0.00018752344043005377,0.06378650665283203,1
m22,8000,12000,0.00018752344043005377,0.06691288948059082,1
maple,8000,12000,0.00018752344043005377,0.07774043083190918,1
MMG,8000,12000,0.00018752344043005377,0.005979776382446289,1
cdl,20,30,0.07894736842105263,0.0009963512420654297,1
g41,20,30,0.07894736842105263,0.0,1
lgl,20,30,0.07894736842105263,0.0009965896606445312,1
m22,20,30,0.07894736842105263,0.0009965896606445312,1
maple,20,30,0.07894736842105263,0.0,1
MMG,20,30,0.07894736842105263,0.0,0
cdl,40,60,0.038461538461538464,0.0009970664978027344,1
g41,40,60,0.038461538461538464,0.0,1
lgl,40,60,0.038461538461538464,0.0009965896606445312,1
m22,40,60,0.038461538461538464,0.0,1
maple,40,60,0.038461538461538464,0.0009965896606445312,1
MMG,40,60,0.038461538461538464,0.0,1
cdl,100,150,0.015151515151515152,0.001992464065551758,1
g41,100,150,0.015151515151515152,0.0,1
lgl,100,150,0.015151515151515152,0.001992940902709961,1
m22,100,150,0.015151515151515152,0.0009968280792236328,1
maple,100,150,0.015151515151515152,0.0009965896606445312,1
MMG,100,150,0.015151515151515152,0.0,1
cdl,200,300,0.007537688442211055,0.00299072265625,1
g41,200,300,0.007537688442211055,0.0009961128234863281,1
lgl,200,300,0.007537688442211055,0.0019931793212890625,1
m22,200,300,0.007537688442211055,0.001993417739868164,1
maple,200,300,0.007537688442211055,0.002032756805419922,1
MMG,200,300,0.007537688442211055,0.0,1
cdl,400,600,0.0037593984962406013,0.004983425140380859,1
g41,400,600,0.0037593984962406013,0.0029900074005126953,1
lgl,400,600,0.0037593984962406013,0.0039865970611572266,1
m22,400,600,0.0037593984962406013,0.0029900074005126953,1
maple,400,600,0.0037593984962406013,0.0038340091705322266,1
MMG,400,600,0.0037593984962406013,0.0009958744049072266,1
cdl,600,900,0.0025041736227045075,0.005980014801025391,1
g41,600,900,0.0025041736227045075,0.0039865970611572266,1
lgl,600,900,0.0025041736227045075,0.004983425140380859,1
m22,600,900,0.0025041736227045075,0.0039865970611572266,1
maple,600,900,0.0025041736227045075,0.005980253219604492,1
MMG,600,900,0.0025041736227045075,0.0,1
cdl,1000,1500,0.0015015015015015015,0.009966611862182617,1
g41,1000,1500,0.0015015015015015015,0.007973432540893555,1
lgl,1000,1500,0.0015015015015015015,0.0076427459716796875,1
m22,1000,1500,0.0015015015015015015,0.00897073745727539,1
maple,1000,1500,0.0015015015015015015,0.00896906852722168,1
MMG,1000,1500,0.0015015015015015015,0.000997304916381836,1
cdl,2000,3000,0.0007503751875937969,0.019933700561523438,1
g41,2000,3000,0.0007503751875937969,0.01678776741027832,1
lgl,2000,3000,0.0007503751875937969,0.013971567153930664,1
m22,2000,3000,0.0007503751875937969,0.01594710350036621,1
maple,2000,3000,0.0007503751875937969,0.017935752868652344,1
