name,nodes,edges,density,time,result_set,result_w
SoA heuristic,4000,3000000,0.18754688672168043,3.8940887998323888,1,0.06240972024077142
MMG,4000,3000000,0.18754688672168043,0.24051609984599054,1,0.06240972024077142
SoA heuristic,4020,3030075,0.18754665339636725,5.158041200134903,1,0.03463862497256091
MMG,4020,3030075,0.18754665339636725,0.28516580001451075,1,0.03463862497256091
SoA heuristic,4040,3060300,0.18754642238177766,5.098315599840134,1,0.05188672174416485
MMG,4040,3060300,0.18754642238177766,0.24511849996633828,1,0.05188672174416485
SoA heuristic,4080,3121200,0.18754596714881097,3.8399811999406666,1,0.03891658533570702
MMG,4080,3121200,0.18754596714881097,0.2294004000723362,1,0.03891658533570702
SoA heuristic,4120,3182700,0.18754552075746542,3.414446600014344,1,0.023373120533286565
MMG,4120,3182700,0.18754552075746542,0.20919200009666383,1,0.023373120533286565
SoA heuristic,4200,3307500,0.18754465348892593,1.777369299903512,1,0.048533530821728066
MMG,4200,3307500,0.18754465348892593,0.24766660016030073,1,0.048533530821728066
SoA heuristic,4240,3370800,0.1875442321302194,3.5823731999844313,1,0.04304361973678558
MMG,4240,3370800,0.1875442321302194,0.26928730006329715,1,0.04304361973678558
SoA heuristic,4400,3630000,0.18754262332348262,3.3931468001101166,1,0.03435584093921992
MMG,4400,3630000,0.18754262332348262,0.29639189993031323,1,0.03435584093921992
SoA heuristic,4600,3967500,0.18754076973255054,4.738365200115368,1,0.02997133424004033
MMG,4600,3967500,0.18754076973255054,0.3364965000655502,1,0.02997133424004033
SoA heuristic,4000,3000000,0.18754688672168043,4.172082100063562,1,0.04996120826117543
MMG,4000,3000000,0.18754688672168043,0.24004600010812283,1,0.04996120826117543
SoA heuristic,4020,3030075,0.18754665339636725,2.418481199769303,1,0.04256579537938948
MMG,4020,3030075,0.18754665339636725,0.23595759994350374,1,0.04256579537938948
SoA heuristic,4040,3060300,0.18754642238177766,2.6954910999629647,1,0.039099295248653694
MMG,4040,3060300,0.18754642238177766,0.233997100032866,1,0.039099295248653694
SoA heuristic,4080,3121200,0.18754596714881097,4.296936800004914,1,0.05133533631265815
MMG,4080,3121200,0.18754596714881097,0.22643029992468655,1,0.05133533631265815
SoA heuristic,4120,3182700,0.18754552075746542,3.7731333000119776,1,0.027234747267363604
MMG,4120,3182700,0.18754552075746542,0.22115000011399388,1,0.027234747267363604
SoA heuristic,4200,3307500,0.18754465348892593,2.2079521999694407,1,0.019892016153325923
MMG,4200,3307500,0.18754465348892593,0.25299539999105036,1,0.019892016153325923
SoA heuristic,4240,3370800,0.1875442321302194,1.797365500126034,1,0.050752139993661995
MMG,4240,3370800,0.1875442321302194,0.2858824001159519,1,0.050752139993661995
SoA heuristic,4400,3630000,0.18754262332348262,4.33676700014621,1,0.06663987127895711
MMG,4400,3630000,0.18754262332348262,0.29803780000656843,1,0.06663987127895711
SoA heuristic,4600,3967500,0.18754076973255054,3.8187085001263767,1,0.03322053611167686
MMG,4600,3967500,0.18754076973255054,0.32524919998832047,1,0.03322053611167686
SoA heuristic,4000,3000000,0.18754688672168043,3.842625399818644,1,0.02843224003680651
MMG,4000,3000000,0.18754688672168043,0.2420185999944806,1,0.02843224003680651
SoA heuristic,4020,3030075,0.18754665339636725,2.4138096999377012,1,0.05130301427470235
MMG,4020,3030075,0.18754665339636725,0.22717879991978407,1,0.05130301427470235
SoA heuristic,4040,3060300,0.18754642238177766,2.7246465999633074,1,0.041025730858059294
MMG,4040,3060300,0.18754642238177766,0.23167619993910193,1,0.041025730858059294
SoA heuristic,4080,3121200,0.18754596714881097,3.4576108001638204,1,0.025030660369432665
MMG,4080,3121200,0.18754596714881097,0.22445550002157688,1,0.025030660369432665
SoA heuristic,4120,3182700,0.18754552075746542,2.904165399959311,1,0.01970474349371711
MMG,4120,3182700,0.18754552075746542,0.22746430011466146,1,0.01970474349371711
SoA heuristic,4200,3307500,0.18754465348892593,3.131832299986854,1,0.027699708862814122
MMG,4200,3307500,0.18754465348892593,0.2604538998566568,1,0.027699708862814122
SoA heuristic,4240,3370800,0.1875442321302194,2.7832486999686807,1,0.044640038121440434
MMG,4240,3370800,0.1875442321302194,0.2867622000630945,1,0.044640038121440434
SoA heuristic,4400,3630000,0.18754262332348262,2.4773579998873174,1,0.03779164631553448
MMG,4400,3630000,0.18754262332348262,0.2989427999127656,1,0.03779164631553448
SoA heuristic,4600,3967500,0.18754076973255054,4.72439180011861,1,0.05868602067536391
MMG,4600,3967500,0.18754076973255054,0.3231825998518616,1,0.05868602067536391
SoA heuristic,4000,3000000,0.18754688672168043,4.316423600073904,1,0.04035600143491466
MMG,4000,3000000,0.18754688672168043,0.24165940005332232,1,0.04035600143491466
SoA heuristic,4020,3030075,0.18754665339636725,3.7680551998782903,1,0.05113756084872616
MMG,4020,3030075,0.18754665339636725,0.2328823001589626,1,0.05113756084872616
SoA heuristic,4040,3060300,0.18754642238177766,2.7603859999217093,1,0.035446011404225874
MMG,4040,3060300,0.18754642238177766,0.23564960015937686,1,0.035446011404225874
SoA heuristic,4080,3121200,0.18754596714881097,3.8698129998520017,1,0.053319055759228635
MMG,4080,3121200,0.18754596714881097,0.22801059996709228,1,0.053319055759228635
SoA heuristic,4120,3182700,0.18754552075746542,2.864779199939221,1,0.025175977025558766
MMG,4120,3182700,0.18754552075746542,0.23908860003575683,1,0.025175977025558766
SoA heuristic,4200,3307500,0.18754465348892593,2.24271919997409,1,0.05674770294914719
MMG,4200,3307500,0.18754465348892593,0.2680797001812607,1,0.05674770294914719
