name,nodes,edges,density,time,result_set,result_w
SoA heuristic,20,75,0.19736842105263158,5.6099845096468925e-05,1,0.7785843590473055
MMG,20,75,0.19736842105263158,7.759989239275455e-05,1,0.7785843590473055
SoA heuristic,40,300,0.19230769230769232,9.059999138116837e-05,1,2.2272145462446122
MMG,40,300,0.19230769230769232,6.95998314768076e-05,1,2.2272145462446122
SoA heuristic,100,1875,0.1893939393939394,0.0005272999405860901,1,8.048398171597224
MMG,100,1875,0.1893939393939394,0.00016589998267591,1,8.048398171597224
SoA heuristic,200,7500,0.1884422110552764,0.002512899925932288,1,16.119634235108983
MMG,200,7500,0.1884422110552764,0.0004151000175625086,1,16.119634235108983
SoA heuristic,400,30000,0.18796992481203006,0.009859399870038033,1,35.22293549490052
MMG,400,30000,0.18796992481203006,0.0012187000829726458,1,35.22293549490052
SoA heuristic,600,67500,0.18781302170283806,0.020955299958586693,1,51.127883177998726
MMG,600,67500,0.18781302170283806,0.0031562000513076782,1,51.127883177998726
SoA heuristic,1000,187500,0.18768768768768768,0.060025300132110715,1,95.05980586555103
MMG,1000,187500,0.18768768768768768,0.009566399967297912,1,95.05980586555103
SoA heuristic,2000,750000,0.1875937968984492,0.44987819995731115,1,209.13915325861754
MMG,2000,750000,0.1875937968984492,0.025702200131490827,1,209.13915325861754
SoA heuristic,4000,3000000,0.18754688672168043,2.6886768001131713,1,429.7087415949737
MMG,4000,3000000,0.18754688672168043,0.15472970018163323,1,429.7087415949737
SoA heuristic,8000,12000000,0.18752344043005376,7.752526400145143,1,898.346451445767
MMG,8000,12000000,0.18752344043005376,0.946369000012055,1,898.346451445767
